"MORALG","CARESG","KNOWG","LEADG","DISHONG","INTELG","MORALB","CARESB","KNOWB","LEADB","DISHONB","INTELB","VOTE3","AGE","EDUC","GENDER","PARTY"
"3 Not too well","4 Not well at all","2 Quite well","4 Not well at all","2 Quite well","2 Quite well",NA,NA,"2 Quite well",NA,"4 Not well at all","3 Not too well",3,46,7,1,4
"1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all","2 Quite well","3 Not too well",NA,44,5,2,1
"3 Not too well","3 Not too well","2 Quite well","4 Not well at all","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,33,6,1,6
"2 Quite well","2 Quite well","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",NA,34,6,1,5
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,61,3,1,4
NA,"3 Not too well",NA,"4 Not well at all","2 Quite well","3 Not too well",NA,"3 Not too well","3 Not too well","2 Quite well",NA,"2 Quite well",NA,89,1,2,3
"2 Quite well",NA,"2 Quite well","2 Quite well",NA,"1 Extremely well","2 Quite well","3 Not too well","1 Extremely well",NA,NA,"2 Quite well",NA,28,5,2,NA
"3 Not too well","3 Not too well","3 Not too well","3 Not too well",NA,"2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well",NA,"2 Quite well",NA,47,NA,1,4
"4 Not well at all","4 Not well at all","3 Not too well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well",NA,63,3,1,7
NA,NA,NA,NA,NA,NA,"3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",3,27,4,1,4
"4 Not well at all","3 Not too well","2 Quite well",NA,"2 Quite well",NA,"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",2,34,6,2,7
"2 Quite well",NA,"3 Not too well","3 Not too well","4 Not well at all","1 Extremely well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well",NA,"3 Not too well",NA,41,3,2,2
"2 Quite well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",2,50,4,1,5
"2 Quite well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","3 Not too well","2 Quite well",2,48,7,2,7
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","4 Not well at all",NA,27,3,2,1
"2 Quite well",NA,"2 Quite well",NA,"3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,36,4,2,2
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,64,6,1,7
"1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well",2,64,4,2,3
"2 Quite well","4 Not well at all","3 Not too well","4 Not well at all","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,51,7,1,6
"1 Extremely well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,68,3,1,7
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","1 Extremely well",1,35,5,2,1
"2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well",NA,60,3,1,1
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well",NA,"1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,28,3,2,1
"3 Not too well","3 Not too well",NA,NA,NA,"2 Quite well","3 Not too well","3 Not too well",NA,NA,NA,"2 Quite well",NA,26,5,1,4
"1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well",NA,50,2,1,3
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all",NA,44,6,2,1
NA,NA,NA,NA,NA,NA,NA,NA,"1 Extremely well","2 Quite well",NA,"1 Extremely well",NA,42,3,2,4
"2 Quite well","3 Not too well","2 Quite well",NA,"3 Not too well","2 Quite well",NA,"4 Not well at all","3 Not too well",NA,"3 Not too well","2 Quite well",1,56,7,2,2
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well",1,52,4,2,1
NA,"2 Quite well","2 Quite well","3 Not too well",NA,"2 Quite well",NA,"2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well",2,71,3,1,6
"2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,40,4,2,2
NA,NA,"2 Quite well",NA,"3 Not too well","2 Quite well",NA,NA,NA,NA,NA,NA,NA,26,3,2,4
"3 Not too well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,37,7,1,7
"2 Quite well","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well",1,55,7,1,3
"2 Quite well","4 Not well at all","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","3 Not too well",2,73,3,2,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well",1,39,4,2,1
"2 Quite well","2 Quite well","2 Quite well",NA,"4 Not well at all",NA,"2 Quite well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all","2 Quite well",1,43,7,1,2
"2 Quite well",NA,"1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well","4 Not well at all","2 Quite well","4 Not well at all",1,21,4,1,3
"3 Not too well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well","3 Not too well",NA,"4 Not well at all",NA,"2 Quite well",NA,"4 Not well at all",NA,32,4,1,3
"1 Extremely well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well",2,53,6,2,7
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","4 Not well at all","4 Not well at all","2 Quite well","4 Not well at all",NA,39,6,1,1
"4 Not well at all","4 Not well at all","3 Not too well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",2,60,6,2,4
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",1,50,6,1,3
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well",NA,45,3,1,4
"1 Extremely well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well",2,37,3,2,5
"2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well",1,51,4,2,1
"2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","4 Not well at all","4 Not well at all","3 Not too well","3 Not too well","2 Quite well","3 Not too well",NA,48,7,2,2
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,79,3,2,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,44,2,2,1
NA,"1 Extremely well","2 Quite well","2 Quite well",NA,"2 Quite well","4 Not well at all","4 Not well at all","3 Not too well","4 Not well at all",NA,"2 Quite well",1,30,3,1,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,24,2,1,4
"2 Quite well","4 Not well at all","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well",1,49,6,1,2
NA,"2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well","3 Not too well","3 Not too well","2 Quite well",NA,NA,"2 Quite well",2,80,3,2,3
"1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well",1,19,4,2,1
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all",NA,1,40,3,1,2
"1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well",NA,71,3,2,4
"1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","3 Not too well","4 Not well at all","4 Not well at all","3 Not too well",NA,36,6,2,1
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well",1,22,4,2,5
"2 Quite well","2 Quite well","1 Extremely well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","4 Not well at all","3 Not too well","4 Not well at all","2 Quite well","3 Not too well",3,43,7,1,NA
"1 Extremely well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",1,28,6,2,6
"2 Quite well","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,50,4,1,6
"2 Quite well","3 Not too well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","4 Not well at all","4 Not well at all","4 Not well at all","3 Not too well","2 Quite well","4 Not well at all",1,38,3,1,2
"1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well",NA,20,4,2,3
"1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,53,4,1,6
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","1 Extremely well","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","2 Quite well",1,78,5,2,1
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,85,2,1,1
"1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,22,2,1,3
"1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well",1,68,4,2,1
NA,"3 Not too well",NA,"4 Not well at all","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well",NA,NA,51,5,2,2
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","1 Extremely well","2 Quite well",1,23,4,2,2
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well",1,35,6,2,6
"4 Not well at all","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well",NA,51,6,2,5
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well",1,46,3,2,1
"3 Not too well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","4 Not well at all","4 Not well at all","3 Not too well","4 Not well at all","1 Extremely well",1,37,4,1,2
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","4 Not well at all","2 Quite well","4 Not well at all","4 Not well at all",1,54,4,1,1
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well","4 Not well at all","4 Not well at all","2 Quite well",1,56,6,1,1
"2 Quite well",NA,"2 Quite well","2 Quite well","3 Not too well","1 Extremely well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well",NA,39,6,1,3
"3 Not too well","3 Not too well","3 Not too well","4 Not well at all","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well",2,57,3,2,7
"2 Quite well","4 Not well at all","3 Not too well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","4 Not well at all","2 Quite well","4 Not well at all","4 Not well at all","2 Quite well",2,35,5,2,6
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,65,2,2,6
"2 Quite well","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well",2,55,6,1,6
"1 Extremely well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well",2,23,3,1,2
"2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well",NA,30,6,1,4
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,34,4,2,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,57,6,2,3
"3 Not too well","2 Quite well",NA,"2 Quite well",NA,"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,27,5,2,5
"4 Not well at all","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",1,37,3,1,4
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well",1,42,6,1,3
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well",NA,46,5,2,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all","2 Quite well",1,55,4,2,5
"1 Extremely well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well",1,54,6,2,2
"2 Quite well","1 Extremely well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,63,6,1,1
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",NA,"4 Not well at all","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,69,5,2,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","2 Quite well","3 Not too well",1,63,6,2,2
"2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,47,4,1,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","4 Not well at all",1,29,6,2,1
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,25,6,2,2
"3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well",1,54,5,1,4
"2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,NA,"3 Not too well",NA,27,5,2,1
"4 Not well at all","4 Not well at all","4 Not well at all",NA,NA,"4 Not well at all",NA,NA,NA,"2 Quite well",NA,"2 Quite well",NA,54,1,1,6
NA,"3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",NA,43,1,1,6
"4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all",NA,"2 Quite well","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all",NA,"1 Extremely well",2,20,4,2,4
NA,"4 Not well at all","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,48,3,1,4
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","1 Extremely well","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all",1,63,5,2,1
NA,"1 Extremely well","1 Extremely well","1 Extremely well",NA,"1 Extremely well",NA,"4 Not well at all","1 Extremely well","4 Not well at all",NA,"4 Not well at all",NA,40,6,1,4
"1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","4 Not well at all","3 Not too well","1 Extremely well",1,22,6,2,3
"2 Quite well","2 Quite well","2 Quite well","1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","4 Not well at all","3 Not too well",NA,"1 Extremely well","2 Quite well",NA,40,6,2,2
"2 Quite well","3 Not too well","1 Extremely well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","2 Quite well",1,62,7,1,3
"2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","3 Not too well","4 Not well at all","2 Quite well",NA,20,3,2,3
"2 Quite well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","4 Not well at all","2 Quite well","4 Not well at all","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all",1,48,4,1,3
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,34,7,1,3
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,55,4,1,1
"2 Quite well","2 Quite well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,48,6,1,6
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well",2,58,3,1,6
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,20,4,1,2
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,50,4,1,6
"4 Not well at all","4 Not well at all","3 Not too well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well",NA,"1 Extremely well",2,36,4,1,7
"4 Not well at all","4 Not well at all","2 Quite well","4 Not well at all","1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well",2,49,4,1,5
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","4 Not well at all",NA,56,3,2,1
"2 Quite well",NA,"3 Not too well","3 Not too well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well",2,61,4,2,7
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","4 Not well at all","3 Not too well","3 Not too well","4 Not well at all","1 Extremely well",1,64,2,2,1
NA,"2 Quite well",NA,NA,NA,NA,NA,"4 Not well at all",NA,"2 Quite well",NA,NA,NA,59,1,1,NA
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",NA,90,6,2,6
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,32,4,2,4
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,49,4,2,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","1 Extremely well",NA,"3 Not too well","3 Not too well","4 Not well at all","2 Quite well",1,53,7,2,1
NA,"2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,"3 Not too well","3 Not too well","2 Quite well",NA,"2 Quite well",NA,65,1,2,4
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well",NA,"2 Quite well",NA,40,4,2,3
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,35,3,2,3
"1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,73,3,2,1
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,60,4,1,1
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,84,1,1,1
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",2,37,3,2,6
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",NA,27,5,2,5
NA,"2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all",NA,39,4,1,2
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well",NA,"2 Quite well","2 Quite well",NA,"2 Quite well",1,42,5,1,4
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well","3 Not too well",3,37,6,1,5
"2 Quite well","1 Extremely well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well",NA,60,3,2,7
"2 Quite well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well",1,71,1,1,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,"3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well",1,38,6,1,6
"3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",2,42,6,2,7
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well",1,33,6,2,1
"3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","1 Extremely well",NA,"2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,28,4,1,5
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well",NA,29,3,2,3
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,"4 Not well at all","2 Quite well",NA,NA,"2 Quite well",NA,67,4,2,2
